,idol,count
4091,juicejuice=juice,1
4090,シャーベット,1
4088,星野ありさ,1
4087,シャルムキャット,1
4086,level 7,1
4085,結構真面目に考えてしまったww,1
4084,君と僕ときどきメランコリック,1
4083,akb48(16期生),1
4080,dk,1
4079,しゅがとら,1
4076,purpure☆neo,1
4075,メアリー,1
4074,バービーリップス,1
4072,広カワ,1
4071,スイキャン,1
4098,djさわやかな2人組,1
4099,ユリーネマリーナ,1
4100,五十音順に並べたんで順番に深い意味はないです...てか「〜ディアステージ」みたいなので実現しそう。(して,1
4113,..せのしすたあ,1
4121,イベントとして真面目に考えてみたがロ○コンではない,1
4120,..びっしゅ,1
4119,..ぱすこーど,1
4118,..ぎゃんぱれ,1
4117,..ばんもん,1
4116,..ちゅーどり,1
4115,..ういじん,1
4114,..しんせか,1
4112,もし現実になったら笑うしwww,1
4101,oa:中嶋春陽,1
4111,ken.,1
4110,madkid,1
4109,君感覚インストール,1
4108,5doors,1
4107,メンズ(notアイドル)とごっちゃでいいかな!?,1
4106,(セトリ),1
4104,旧体制hamidasystem,1
4103,サマーロケット,1
4177,jso,1
4180,みずほとちがちゃんにもなんらかの形で出て欲しい,1
4283,coming soon,1
4259,川嶋志乃舞,1
4257,神岡実希(女優),1
4255,小池優奈,1
4254,やはりレジェンド枠でミキティが欲しいなw,1
4252,sexy-j,1
4251,luce twinkle wink,1
4250,十四代目,1
4249,ばなもん × 2,1
4248,ndg,1
4246,みにちあ,1
4245,魅力的なグループたくさんあるなぁ☺️✨,1
4244,8ready to kiss,1
4242,4絶対直球女子!プレイボールズ,1
4241,3cy8er,1
4240,2天晴れ!原宿,1
4239,1atme,1
4238,「綺麗なお水フェス」もしくは「親が安心して見られる!学園祭に推薦したいアイドル」,1
4237,アイドルよりシンガーソングライターも居ますがね(笑),1
4236,小林清美,1
4235,玉置レミ,1
4258,タイテこれで!,1
4262,ソロ部門,1
4181,トッピングガールズfttb,1
4263,ソロアイドル中心で、平和な現場を目指してみました(゚ω゚),1
4282,社長,1
4281,松本涼,1
4280,アップアッブガールズ(仮),1
4279,考えてみました(*^^*)。,1
4278,岩本あいか,1
4277,まいちゃん,1
4276,lunaticu alice,1
4275,wt☆egret,1
4274,s☆uthern cross,1
4273,ニコニコ lovers,1
4272,何か北陸のソロ率高くなった..._(:3 」∠)_,1
4271,るなきゅるりんはあとふぁんたじー,1
4270,熊野夏美,1
4269,яeal,1
4268,岡村ちゃんはアイドルでえぇな?,1
4267,町あかり,1
4266,ですラビッツ,1
4265,現実的には運営じゃないからスケジュールやコスト上まず有り得ないけど願いが叶うならやって欲しい←マジメかよ,1
4264,ハニスパ、はっぴっぴ、ドリモン、candygogo、disdol、d-girs、feam、平成琴姫,1
4234,サトウトモミ,1
4233,カナスタ,1
4230,8ライムベリー,1
4228,6新生おやゆびプリンセス,1
4203,kif(きつねアイドルフェスティバル)会場,1
4202,転換dj うれしはずか史,1
4201,ぐしゃ姉妹,1
4200,リズムいっぽ,1
4199,デカシャツ喫茶,1
4197,小田ユウ,1
4196,あゆ巫女,1
4195,数字は出演順,1
4194,8 びっしゅ,1
4193,7 ぱすこーど,1
4192,6 虹コン,1
4191,5 もーきゃり,1
4190,4 ギャソパレ,1
4189,3 さきどり,1
4188,2 ちゅーどり,1
4187,1 ぷれいぼーるず,1
4185,ユキノユーリ,1
4184,shallmcat,1
4183,qーpitch,1
4204,上野水上音楽堂,1
4205,1 あゆみくりかまき ,1
4206,2 ベイビーレイズjapan,1
4219,doll$boxx,1
4227,5ryukyu idol,1
4226,4オモテカホ,1
4225,3乙女座長☆銀河団,1
4224,2アミーガス,1
4223,1せのしすたぁ,1
4222,oa いぎなり東北産,1
4221,流れに緩急をつけつつ、最高潮な盛り上がりのやつです。,1
4220,oa&mc:yes happy!,1
4218,bandmaid,1
4208,4 チームしゃちほこ,1
4216,日本セーラー女子団,1
4215,会場はphaseで物販は一斉の終演後物販,1
4214,クラポ,1
4213,はちロケ,1
4212,こんなフェスあれば学校休んで行く。,1
4211,8 私立恵比寿中学,1
4210,7 babymetal,1
4209,5 いぎなり東北産,1
4493,※あいうえお順,1
4495,やっぱさ、コンセプト何にするかとかさ、ファン同士の食い合わせとかさ、集客とかさ、箱とかさ、考え出すと答えが出ないよね(笑),1
4910,天国に行けます󾮗󾮗,1
4781,これやってたらありえなすぎて自分でも鼻で笑ってしまったから途中放棄した,1
4777,これならできそうw俺得すぎてパネェ,1
4776,twistjuel,1
4775,traditionjack,1
4774,ミリオン,1
4773,シンデレラ,1
4771,深い意味はないですよm9(=゚ω゚)ノ,1
4769,本気なら、、、,1
4768,o.a. 春野さ子,1
4767,春日井アイドル,1
4765,鈴木このみ,1
4764,claris,1
4763,もっと選びたいw,1
4762,8枠は難しかった...,1
4761,ハンバーガールz,1
4760,アイロボ+いたずらマイク,1
4759,出番もこの順番でo-east辺りでやって欲しいな,1
4758,8:ちきぱ,1
4757,7:まねき,1
4756,6:青shun学園,1
4780,昨日のが第2部「killing fes.」で↑が第1部「kilinn fes.」の二部構成,1
4782,※8つじゃ足りない,1
4806,7:花ちらし組,1
4783,※体力もたん,1
4804,5:カモネギ,1
4803,4:ニコラバ,1
4802,3:青shun学園,1
4801,2:withlove,1
4800,1:プリファン,1
4799,桃色プリンセス,1
4798,kissbeeyouth,1
4797,usa☆usa少女倶楽部,1
4796,choco'to カカオ%,1
4794,不可能なやつ,1
4793,キャンディーズ(一日限定復活),1
4792,°c-ute(一日限定復活),1
4791,takeno▲(一日限定復活),1
4790,ハイスピ、それまる。、sherbet、ヤンチャン学園、東京23gp、ぴゅあ娘、仮面女子、ただ女  他  悩む😱,1
4789,あと2組...,1
4788,アイドルギフトでもお願いします!,1
4786,hiroshima go!go!,1
4785,開催地:広島,1
4784,好きなところ😌,1
4755,5:バンザイ,1
4754,4:loop,1
4753,3:らぶちょぴ,1
4752,2:旋フリ,1
4726,sun-chu,1
4725,大人アイドル最高だ(  ́∀`),1
4724,アンダービー... https://t.co/a0lpwifylv,1
4723,8煌めき☆アンフォレント,1
4722,7taskhavefun,1
4721,6絶対直球女子プレイボールズ,1
4720,5虹のコンキスタドール,1
4719,4まねきケチャ,1
4718,3神宿,1
4716,1愛乙女☆doll,1
4715,アバンギャルド共和国,1
4714,パスコ前にぜん君、bis in https://t.co/avmhmmjssk,1
4713,爆乳ヤンキー(やついフェスセットよろしく爆乳シリーズ全種類パフォーマンス),1
4712,チケ代無料5ドリンク,1
4711,koberries♪,1
4710,持ち時間各60分,1
4709,am10時スタート,1
4708,場所野音,1
4706,桃色革命←ゲリラ豪雨,1
4727,bling bling princess,1
4728,dee'soul,1
4729,tiger&lily,1
4742,柏原芳恵,1
4751,1:ジキハイ(カタカナ),1
4750,呼びたいアイドル少なすぎた。,1
4749,children of bodom,1
4748,slipknot,1
4747,謎のグループ入っとる。チャンスの神様二回聞けるし☝️,1
4746,s-qty,1
4745,粉もん,1
4744,dreaming monstar,1
4740,麻丘めぐみ,1
4730,panicrew,1
4739,バンザイ、スパガ、虹コン、i☆ris、a応p、神宿、エビ中、gem,1
4738,会場は豊橋clubknotです,1
4736,少女模型,1
4735,ske48(木﨑ゆりあ在籍時代),1
4734,これ体力もたんなw,1
4733,(oa果汁100%),1
4732,他にも青木理奈やらluciferやらmonecco5やら···以外と8つに絞りきれねえわ,1
4731,グッチョイ祭り\(^o^)/,1
4805,6:クピドリック,1
4807,8:鶯谷エイリアンズ,1
4704,めっちゃ多いから最後は決められない,1
4888,芳賀ゆい,1
4886,とりあえずこれなら集客もジャンル被りもなくええ感じに楽しめるんやない?(知らんけど),1
4885,転校,1
4884,ミブガ,1
4883,愛乙女,1
4882,モーニング娘。(プラチナ期メンバー9人),1
4881,@haruna6haruna berryz工房,1
4880,本当は偶ドロとbuono!呼びたい←,1
4878,全力☆爆発姫,1
4876,スタダに寄り過ぎだわいな,1
4874,ジキル&ハイド,1
4873,みらくる わんだらんど,1
4871,桜花爛漫,1
4870,ピグマリオン コンプレックス,1
4869,cherry girls project,1
4868,タイテもこの順番!,1
4867,やるなら代々木公園,1
4866,何か起きる予感しかない,1
4865,これは最高でしょ,1
4864,マキシマムザホルモン,1
4887,why@ doll,1
4889,田村英里子,1
4808,完全に自分の好み...,1
4890,南沙織,1
4909,sos団(アイドルではない),1
4908,8蓮音まゆ,1
4907,アイドル枠以外から,1
4906,↑ 50音順,1
4905,7みきちゅ,1
4904,6まーみん,1
4903,5sun smile,1
4902,4かなまる,1
4901,3永遠少女症候群☆ゆゆ,1
4900,2安全第一,1
4899,1anela,1
4898,ももクロをトリとして、メンツに °c-ut... https://t.co/b6yrj5gstp,1
4897,集客目当てならこれw,1
4896,task have fun https://t.co/fl6zm347rs,1
4895,きゅい~'んズ,1
4894,クッキンアイドル... https://t.co/s5l6zckqrq,1
4893,8組だと、2daysにしないと無理。,1
4892,リアルなやつだと大体ロケフェスでやってるので,1
4891,斉藤由貴,1
4863,s☆スパイシー,1
4862,打首獄門同好会,1
4861,kagajo☆7,1
4860,and  mc青木理奈,1
4833,佐久間透友×check,1
4832,佐久間透友×恋フリ,1
4830,8それまる,1
4828,6ハイスピ,1
4827,4アキシブproject,1
4826,3おやすみセカイ,1
4825,2レディキス,1
4823,【しんくんフェス】,1
4822,王道のアイドルからアーティストまでバランス良くよく選べたかな🎵,1
4820,c;on,1
4818,恥レス,1
4817,誰がハロヲタ崩れやねん,1
4816,7 アップアップガールズ(仮),1
4815,6 チャオベラ,1
4814,5 大阪☆春夏秋冬,1
4813,4 絶叫する60度,1
4812,3 アンジュルム,1
4811,2 juice=juice,1
4810,ガチ恋やから仕方ない😭,1
4834,佐久間透友×ピムス,1
4836,withばってん少女隊(コラボ),1
4837,ぴゅあ娘リローデッド(トリ),1
4848,名クリ,1
4859,真優ちん,1
4858,sweeits,1
4856,akb48チーム8(九州沖縄),1
4855,東京.com,1
4854,rev. from dvl,1
4853,(旧)フリカケぱにっく,1
4852,俺には答えないヤツだ。。,1
4851,ダメだ。余計にめっちゃ考えちゃう。。集客力、クオリティー、相性、テーマ、強弱、ギャランティー、、,1
4847,エクスピース,1
4838,荒れるでしょうね(),1
4846,ロイヤルストレートフラッシュ,1
4845,ハイスピリッツ,1
4844,お掃除ユニットクリアーズ,1
4843,青shn学園,1
4842,神戸flavor,1
4841,大阪flavor,1
4840,星影エトセトラ,1
4839,このタグ見てて思い出したんだけど、第2回指祭りってどうなった??,1
4705,【タイテ】,1
4703,8グループもあげれないなあ,1
4496,(できそうなら)サンミニ,1
4575,たてみん,1
4573,久城ほゆき,1
4572,望月みうな,1
4571,舞川さくら,1
4570,個人的に開きたいのは,1
4569,笹川ささ,1
4568,笹川ささ(ソロ),1
4567,どうしよう物販に行ききれないw,1
4566,( ́-`).。oo(単純に好きなグループ上げただけだけど、モー娘。og入れたいけど諦めた←),1
4565,柳瀬蓉も捨てがたい,1
4564,one(再結成して),1
4563,綿村和佳,1
4561,お転婆大使館(出来れば二人だった頃の),1
4560,wt⭐egret,1
4559,この順番で,1
4558,最後の1組めちゃ迷ったな笑,1
4556,ピムス,1
4555,もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ https://t.co/vsd3ezwsvb,1
4553,実現できるかどうか別として夢のフェス。,1
4551,pressi,1
4574,香燈まりあ,1
4576,君の隣のラジかるん(oa),1
4603,ビエノロッシ,1
4577,フルフル☆ポケット,1
4600,tpddash,1
4599,p.ldl,1
4598,個人的に楽しみなのはおはもきゅとくらむずの寸劇対決,1
4596,i*cieling,1
4595,シトロン学園,1
4594,同じ界隈を集めても意味がない,1
4593,最後は全員集合しておんキモ,1
4592,tomato'n pine,1
4591,けど、dear kissが福岡定期で近い形で実現してくれている☺,1
4590,8つ?難しいねぇ(^^;,1
4589,7つでいいや,1
4588,と、電車に揺られながら妄想。,1
4587,夢フロ,1
4586,純ラテ,1
4584,ヤナミュー(禁止事項ない時の),1
4583,偶ドロ(紫音ちゃんいる時の),1
4580,コレでどうだ,1
4579,会場 恵比寿ガーデンホール,1
4578,デビルアンセム,1
4547,全く客層の違うアイドル集めて交流を図りたいところだが、ドルオタって案外保守的で自分の推し以外には興味を示さない,1
4546,1事務所1枠。解散g卒業メンの復活なしで,1
4545,☆の付くアイドル集めただけw,1
4544,ロビーでたむろしやがって。,1
4521,@石山ユーストン,1
4520,シークレットゲスト: ももクロ,1
4519,タイテこのままで。最後は会場がどうなってもいいように考慮しました🙄,1
4518,7bis,1
4517,5team 8,1
4516,3gang parade,1
4515,2uijin,1
4514,1終演後物販,1
4513,並木坂ハイスクール,1
4512,ワンリルキス,1
4511,trick8f,1
4510,pastel calla,1
4508,tearsーディアーズ,1
4507,姫イド隊,1
4506,それくらいか。,1
4501,会場:akibaカルチャーズ劇場,1
4500,mc:荒井悠希,1
4499,💜高遠幸💜,1
4498,全部撮可な←,1
4522,“踊れる“基準!,1
4523,ドロシーリトルハッピー,1
4524,ライムベリー(-2015/2),1
4535,個人的に観たいだけです笑,1
4543,食いしん坊ですらえれんちゃんに興味を示した人ほんの数人だったぞ,1
4542,生うどんとえれんちゃん両者が出演した電子万博。,1
4541,上沼恵美子(禁止事項なし),1
4540,東京女子流(禁止事項なし),1
4539,ベビレ(禁止事項なし),1
4538,アイドリング!!!(禁止事項なし),1
4537,2015年12月23日になんばハッチで行われたシガコレ出場者8組そのままという案もありました,1
4536,mini-chu!!!,1
4534,音楽面がほんとに好きなのここまでしか浮かばんかった,1
4525,gallete,1
4533,あのちゃんによるセレクトを予想してみた,1
4532,akb グループ全部,1
4531,時間調整,1
4530,休憩,1
4529,詰め込みすぎて休憩ない!死ぬ,1
4528,えれんちゃん,1
4527,踊れる基準!,1
4526,@心斎橋グランカフェ,1
4601,ちょこ魔法,1
4604,vs.ロック&パンク編,1
4702,ゆくえしれづつれづれ,1
4678,ただただもんてろちゃんに楽しんで欲しいフェス2017,1
4676,年末とか正月の対バンで実現しないかな。,1
4675,"""アイ教臆せずがんばれ!!フェス""",1
4674,8でんぱ組.inc,1
4673,5アイドル教室,1
4672,4ゆるめるモ!,1
4670,2pass code,1
4669,1maison book girl,1
4668,穂の国娘。ぐるめいど隊,1
4667,ソロでもやりたい,1
4666,初音ミク,1
4663,平野綾,1
4662,番外編,1
4661,ハニスパ(橘ありかがいるバージョン),1
4660,考えたけど8つも思いつかなかった😔,1
4658,丸山夕佳,1
4657,plicprok,1
4656,吉永小百合さん,1
4655,predia(特別枠),1
4654,22/7(ナナブンノニジュウニ),1
4677,ソロとユニットのバランスを考慮してみました。,1
4679,すき&みたい,1
4605,1office minamikaze,1
4680,p.idl nagoya,1
4700,16期研究生,1
4699,クロガ (一夜限りの再結成),1
4698,ニーズ,1
4696,時系列ガン無視編,1
4695,dream(8人),1
4694,buzy,1
4693,星井七瀬,1
4692,嘉陽愛子,1
4691,sister q,1
4690,paradise go!! go!!,1
4689,luce twinkle wink☆30,1
4688,放課後プリンセス30,1
4687,絶対直球女子プレイボールズ25,1
4686,dora☆dora25,1
4685,東京イルミナティ15,1
4684,キャンディzoo15,1
4683,放プリユース10,1
4682,アンジュサンゼール10,1
4681,名古屋クリアーズ,1
4653,前半後半まんま入れ替えも... https://t.co/xuft84tiae,1
4652,転換調整物販:djさとみ,1
4651,ネムレス,1
4650,もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ https://t.co/v2vypy9smj,1
4625,4アプガ,1
4624,3あゆくま,1
4623,2chu-z,1
4622,1チャオベラ,1
4621,girls'creation,1
5318,1 natasha,1
4619,sparklepinkruby,1
4618,合法幼女症候群(2期),1
4616,会場:赤坂blitz,1
4615,(シークレットゲスト:ベッドイン),1
4614,会場 日本武道館,1
4613,band paspo☆,1
4612,belling 少女ハート,1
4611,朝から8つ悩んだw,1
4610,8drop,1
4609,6there there theres,1
4608,5devil anthem.,1
4607,4アイドルネッサンス,1
4606,3フルーレット,1
4626,6大阪☆春夏秋冬,1
4627,7プレボ,1
4628,8風男塾,1
4640,スリーマンくらいでよくないか?,1
4649,どうせなら会場は地方がいい,1
4648,新宿reny,1
4647,platinum sonic復活希望ってことで,1
4646,小倉優子,1
4645,shanadoo,1
4644,高杉さと美,1
4643,ユルリラポ(or 小田あさ美),1
4642,若槻千夏,1
4639,まともに持ち歌知ってて沸ける自信あるアイドル意外といなかったわ,1
4629,8組に絞るのはなかなか難しいし、ギャラが途轍もなく巨額になりそう...(^_^;),1
4638,はづきちーぬきゃんでぃーぬ,1
4637,タイテ順です。,1
4636,仮面女... https://t.co/qeygdpjejc,1
4635,サキュバスとあばんちゅーる,1
4634,ベボガ!(虹のコンキスタドール黄組虹組),1
4633,もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ(訂正版),1
4631,4-sails,1
4630,2ねん8くみ,1
5317,じぇるの!(幕張11人編成),1
5728,7- alloy,1
5319,2 neo break,1
6369,1 ppppixion,1
6378,選んでみた(  ́▽`),1
6377,見た事ある&現存する...,1
6376,8トリ)high spirits,1
6375,7トリ前)青shun学園,1
6374,6 ぴゅあ娘リローテッド,1
6373,5 passpo☆,1
6372,4 ダイヤモンドルフィ,1
6371,3 エルフロート,1
6370,2 81moment,1
6368,ただ好きなのと見たいの(),1
6357,ジャイキラで始まってレリビで締める❗️,1
6367,(  '-' )ノ)`-' )ペシッ,1
6366,って...ハロコンやないかい,1
6365,アイドルじゃないのも混じってるけど機会があれば行きたいとこ,1
6364,もう出ない😰,1
6363,twice←,1
6362,アリエルプロジェクト,1
6361,w,1
6360,ブラックビスケッツ,1
6359,ザリリーズ,1
6379,the 夏の魔物,1
6380,おやホロ、ブクガで休憩できるかと思いきやそうじゃないタイテ,1
6381,1bish,1
6382,2empire,1
6401,次点いっぱいありw←dd,1
6400,虹色幻想曲~プリズムファンタジア,1
6399,【グループ編】,1
6398,伊藤ゆい(expiece),1
6397,伊藤桃,1
6396,新穂貴城(stella☆beats),1
6395,愛迫みゆ(愛乙女☆doll),1
6394,星野愛菜(旬野菜),1
6393,川音希(アイドルカレッジ),1
6392,さくらかおり,1
6391,madison book girl,1
6390,タイテが難しそうwwww,1
6389,但し呼べるかは不明←,1
6388,シブヤdomminion,1
6387,8虹のコンキスタドール,1
6386,79nine,1
6385,6乃木坂46,1
6384,5nmb48,1
6383,4でんぱ組.inc,1
6358,ソロアイドルで個性派、正統派、実力派と集めました。,1
6356,zepp fukuokaの復活初日,1
6403,究極少女☆カラット,1
6321,38princess,1
6330,miraiskirt,1
6329,好みかつ野外が楽しそうなところを選んでみましたw,1
6328,くる~ず,1
6327,ゆっふぃーで一度落ち着いて最後wack攻めで優勝するやつやりたい,1
6326,都築かな,1
6325,8りんごちゃんていいます!,1
6324,6まじばんch,1
6323,5lovin&s,1
6322,4川越clear's,1
6320,2ポニカロード,1
6355,はるちゃんだけ1人4役大忙しw,1
6319,1まちだガールズクワイア,1
6318,楽しそうだから僕もやってみた!,1
6317,ライブとアームレスリング大会やりたい。,1
6316,出演順もこの通りで,1
6315,チャオベラチンクエッティー,1
6314,芦田愛菜,1
6313,gang parede,1
6312,30分枠,1
6311,25分枠,1
6331,本当に実現したら有給取ってでも行く!,1
6332,スメシフェス,1
6333,orange range,1
6334,早稲田大学 11号館前広場,1
6354,はる☆かな,1
6353,アイロボ,1
6352,3776(link モード),1
6351,happy3days,1
6350,趣味です。,1
6349,最後1組めちゃめちゃ迷った。,1
6348,つか、ほぼ九州方面←,1
6347,miyu(アイドルじゃないけど),1
6345,何となくありそうな感じで選んでみた,1
6344,asaming☆,1
6343,mimika,1
6342,toutou,1
6341,リトル☆レンズ,1
6340,そらもう最後全員でlove you only大合唱さ。,1
6339,です。ラビ,1
6338,ダンドルとしゅかしゅんとprediaと強センかなあ,1
6337,ギャンパレ、bish、bisとベビレは確定としてあと4組...,1
6336,"akb,坂道系ハロプロの歴史的アイドルフェス。",1
6335,ぬぅ、8つて難しい。選びきれん...。😅,1
6402,トリはbisでみんなでnerveする!,1
6404,カノン,1
6309,tanabota,1
6465,あと、テンテンコちゃん入れたいです💓,1
6474,百花繚蘭,1
6473,初恋スターチェリー,1
6472,とりあえずこんなんで...,1
6471,ハミシス,1
6470,どっつ,1
6469,kyon2,1
6468,9組居たσ( ́□`;),1
6467,コンセプト無しで8組好みで選ぶなら,1
6466,tokyo cheer2 party,1
6464,あるてぃめっとよにん(あるよにはアイドルです),1
6453,テンテンコ,1
6463,のあちソロ,1
6462,8 passpo☆,1
6461,7 わーすた,1
6460,6 gang parade,1
6459,5 bish,1
6458,4 bis,1
6457,3 こぶしファクトリー,1
6456,2 アンジュルム,1
6455,1 モーニング娘。'17,1
6475,選びきれない😂,1
6476,偏らないようにした結果...,1
6477,こんな感じ💁‍♂️,1
6478,もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ https://t.co/juggvtdl1k,1
6498,安西さん,1
6497,神崎さん,1
6496,柳瀬さん,1
6495,白野さん,1
6493,2日目(ソロアイドル大会ナイト),1
6492,司会進行 山田邦子,1
6491,高橋由美子,1
6490,里中茶美,1
6489,楽天使(ソロステージもあり),1
6488,tiara,1
6487,(ω)ノ,1
6486,ただただ好きなグループなだけ,1
6485,hiroshima go! go!,1
6484,集客もバッチリなはず...,1
6483,フェスという事を考慮して🤔,1
6482,スパガ(初期),1
6481,dollふ(再結成),1
6480,スチガ(初期),1
6479,ぱー研!(初期),1
6454,アイドルさん以外もアリならj☆dee′zさんを是非呼びたい,1
6452,8組目迷いすぎてzoneにしたけど、zoneは楽器を持ったダンスボーカルユニットということでおk? bishの逆的な←,1
6405,今日も一日ゆめミ隊,1
6416,ハバナイ,1
6425,ステレオトーキョー,1
6424,少女式ヱリス,1
6423,̄y^y^y^y^y^y^y^y^y ̄,1
6422,>  bishワンマン!! <,1
6421,_人人人人人人人人人_,1
6420,乃木坂46、欅坂46、juice=juice、ハロプロ研修生、閃光ロードショー、26時のマスカレイド、なんキニ!、まねきケチャ,1
6419,djホーリーシット,1
6418,gezan,1
6417,vampillia,1
6415,アンヘア,1
6451,zone,1
6414,森川由綺,1
6413,緒方理奈,1
6412,アイドル~♪→あれっ?→闇?ok!,1
6411,tokyo rockets,1
6410,16期は特別ゲストとして...ん?ってか東京のアイドルがいない←,1
6409,佐伯誠之助,1
6408,クリトリックリス,1
6407,djひめかわいい,1
6406,こんな感じかな♪,1
6426,神井花音/vress,1
6427,↑ここまでは簡単だが残りが2枠しかない...w,1
6428,野外,1
6429,8組なので持ち時間はたっぷりなので選曲や構成が幅広くなる,1
6450,クロタン,1
6449,8fes☆tive,1
6446,5pimm's,1
6445,2starmarie,1
6444,1notall,1
6443,浮かぶのがこんな感じだった,1
6442,藤井隆 #もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ,1
6441,もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ ほほぅ...?,1
6440,ってくらいスパスピモチベ,1
6439,キャンシロ,1
6438,8 berryz工房,1
6437,7 カントリーガールズ,1
6436,6 アップアップガールズ(仮),1
6435,5 lyricalschool,1
6434,4 passpo☆,1
6433,3 juice=juice,1
6432,2 アイドルネッサンス,1
6431,1 アップアップガールズ(2),1
6430,優勝確定,1
6310,20分枠,1
6308,アルテマドール,1
6500,寺嶋さん,1
6176,cheerz予選1位,1
6185,hkt48(若手メンバーで),1
6184,妄かまねきで迷ったけどまねきかなぁ,1
6183,目玉はハピダン1日限定復活❗❗,1
6182,happ ydance,1
6181,おもいつかないけど特典会の事も考えたら途中でどうでもいいアイドルブッキングするよね(カス),1
6180,full full☆pocket,1
6179,予選ライブ公式グッズ売り上げ1位,1
6178,ミスid予選写真売り上げ1位,1
6177,dmm.yell予選1位,1
6175,showroom予選1位,1
6164,biss,1
6174,48&46人気メンバー選抜チーム,1
6173,自分で書いといてなんだこれ,1
6172,oa:小林川写楽々,1
6171,細川ふみえ,1
6170,藤井隆,1
6169,戸川純,1
6168,篠原ともえ,1
6167,及川光博,1
6166,【結論】つばさflyさん復活してください,1
6186,akb48  16期研究生,1
6187,乃木坂46  3期生,1
6188,枠が足りない←,1
6189,をウチも考えたけど各クリアーズだけでまあまあ埋まるのでメンバー選抜しようと思ったらまた悩みだしたので全然決まらない。,1
6209,あいきょーjr,1
6208,ハッピー&ハッピー,1
6207,ハピスマ,1
6206,応援☆少女,1
6205,the ポッシボー(一夜限りの5人体制復活),1
6204,長谷川愛&熊野夏美,1
6203,mkm-zero,1
6202,aither,1
6201,本当に好きな人がいるグループとソロアイドルで選びました。,1
6200,akb48 team 8,1
6199,2014年に戻っていい?,1
6198,9回言うてもてるってとこね(  ́ ▽ ` ),1
6197,いや、ちゃうんすよ,1
6196,krd,1
6195,kamoがネギしょってくる,1
6194,これ限界笑,1
6193,bille idle,1
6191,※個人的な希望です。,1
6190,東京パフォーマンスドールnegicco,1
6165,theretherethere,1
6163,8 欅坂46,1
6211,完璧((o(^∇^)o)),1
6127,3恋するフリーク,1
6136,るなきゅるりんはーとふぁんたじー,1
6135,これやろうと思ったら中々難しい......,1
6134,フルーツポシェット,1
6133,どうしよう満点👏,1
6132,848g(私選抜w),1
6131,7kiss bee,1
6130,6モーニング娘。17,1
6129,5アンジュルム,1
6128,4ange☆rave,1
6126,2fairies,1
6162,6 akb48 team8,1
6125,1アイドルネッサンス,1
6124,ゆかりに便乗するか😊,1
6122,岐阜濃know姫隊,1
6121,チケット争奪戦...,1
6120,神井花音,1
6119,なんば,1
6118,ココパーティンココ,1
6117,終演後物販で破産。,1
6115,もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ バンドじゃないもん!、虹のコンキスタドール 、わーすた、ゆるみめるモ!、ぜんぶ君のせいだ、b ish、でんぱ組.inc、ゆくえしれずつれづれ,1
6137,トイプラ新ユニット,1
6138,ぱぴぷぺぽんこっつ,1
6139,まりえさん,1
6140,なんか普通に小松で見れそう(,1
6161,5 乃木坂46 3期生,1
6160,4 放課後プリンセンス,1
6159,3 まねきケチャ,1
6158,1 =love,1
6157,タイテはこのままで,1
6155,ryukyuidol,1
6154,偏差値下げることだけ考えた結果wwwww,1
6152,7劇場版ゴギゲン帝国,1
6151,6ゆるめるモ!,1
6150,5ミグマシェルター,1
6149,4ゆくえしれずつれづれ,1
6148,3ゼアゼア,1
6147,2sugartrap,1
6146,1くぴぽ,1
6145,琴姫(2代目),1
6144,江口いちご,1
6143,フリパニ(初期),1
6142,クラージュa's,1
6141,今好きなアイドル順な気がする(^ν^),1
6210,5代目寿司ドルjr,1
6212,8つじゃ足りんじゃろ❗️,1
6307,有楽町ベンチーズ,1
6272,ライスボール,1
6281,da-ice,1
6280,こんなのあったら面白そうってやつ,1
6279,今 フッて思ったけど、コレってさぁアイドルのファボがたくさん欲しい目的で考えたんじゃね?,1
6278,木村裕子,1
6277,ディアステ戦隊アバレンジャー,1
6276,papillon,1
6275,株式会社アイドル部,1
6274,mp(えむぴー),1
6273,gmu,1
6271,アルプスおとめ,1
6260,wackとハロプロしかいないんご🙃,1
6270,(((o(*゚▽゚*)o))),1
6269,カオス...,1
6268,8   藤井隆,1
6267,7   小泉今日子,1
6266,6  電波,1
6265,5  モ!,1
6264,4  おまんじゅう倶楽部,1
6263,3  二丁駆け,1
6262,2  bis,1
6282,これなら2万はふつーに出せる,1
6283,自分の好みだけのやつ,1
6284,mino,1
6285,梅田amhallで1d別5k(撮影可)くらいなら絶対行くわ,1
6306,haru,1
6305,またやるかな,1
6304,pinky sky,1
6303,cyber,1
6302,さくら学院 購買部,1
6301,さくら学院 帰宅部,1
6300,さくら学院 科学部,1
6299,さくら学院 バトン部,1
6298,さくら学院 重音部,1
6297,さくら学院 テニス部,1
6296,さくら学院 新聞部,1
6294,会場:ミュンヘンオクトーバーフェスト,1
6293,ピンクベイビーズ,1
6291,過去もいれていいなら...,1
