,idol,count
5980,50回転ズ,1
5989,ドッツなんちゃら,1
5988,てんきゅー,1
5987,ドッツばぶばぶ,1
5986,dotstokyo,1
5985,てんが9個のグループ,1
5984,今、大好きなグループだったらこうなる笑,1
5983,ぴゅあ娘 リローデッド,1
5982,こちらはとにかく沸きたい系フェス,1
5981,キンブラ,1
5979,スギム,1
5968,こんな感じかなあ,1
5978,ポリ,1
5977,スクービー,1
5976,挫人間,1
5975,セクマシ,1
5974,せの,1
5973,バンドも混ぜたフェスにしたいね。タイテもこの順で@福山ビッグローズ,1
5972,ピュアモン,1
5971,フェスで8組って少ないっす...,1
5970,xoxo(kiss&hug) extreme,1
5990,中黒ーズ,1
5991,絞りきれないので噛み合いそうなところを何セットかでステージを分ければいいとか好き勝手妄想中。,1
5992,浮かばなかった,1
5993,1dolly kiss,1
6012,こっちのアカウントで見たい,1
6011,美勇伝,1
6010,ノン☆ストップ,1
6009,とても健全な一体感のあるフェスが作れると確信してる,1
6008,白い稲妻アイドルロックフェスティバル,1
6007,なんかこのタグ流れてくるけど、既にこっちはタイテもセトリも組んでるし、ライブのタイトルも決まってる,1
6006,48&46にすれば全部呼んでいいのかな?,1
6005,控えめにエイトだけにしたけど、,1
6004,会場...,1
6003,t♡project,1
6002,見てみたいやつと見たいやつ。そして、絶対実現しないやつ😌,1
6001,4~7は歌が好き!,1
6000,1~3は推しメンのいるグループ!,1
5999,7さんみゅ~,1
5998,6つりビット,1
5997,5パレット,1
5996,4ステラビーツ,1
5995,3キラフォレ,1
5994,2ちゅーどり,1
5969,もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ https://t.co/fzkcn7qsit,1
5967,なんだこの集め方はって感じになってる笑,1
6014,テレビと九州アイドルしか知らないけど、まだ見ぬアイドルさんいっぱいいるんだろうな(ω),1
5932,7 expice,1
5941,みりにゃがいた時のアキシブ,1
5940,6人の乙女新党,1
5939,4人の乙女新党,1
5938,ひよりと美成がいた時の虹コン,1
5937,はるちょがいた時のじぇるの!,1
5936,青木りさがいた時の天晴れ!原宿,1
5935,(実現可能性0%バージョン),1
5934,単純に曲がいいと思う8組です,1
5933,8 janai!,1
5931,6 girl's horizon,1
5966,8 pass code,1
5930,5 cutecoolberry,1
5929,4 girls4ever,1
5928,3 littlemore.,1
5927,2 ティーンズ☆ヘブン,1
5926,1 usa☆usa少女倶楽部,1
5925,もっさん(泣),1
5924,おべんと,1
5923,粉,1
5922,秋のyoimachiに全部いる https://t.co/vlilmivpwj,1
5942,仮契約時代のエビ中,1
5943,今年ライブを観たことがある中から,1
5944,アニマルビースト,1
5945,tpddash!!,1
5964,5 pimm’s,1
5963,4 26時のマスカレイド,1
5962,3 migma shelter,1
5961,2 theretheretheres,1
5960,1 なんキニ!,1
5959,アイドル横丁,1
5958,ライブ感からアイドル感に,1
5957,単純に自分の好み(笑)。出演順もこれで!(^ω^),1
5956,これ、呼びたいアイドルグループみんな推しが辞めてるからな〜,1
5955,おたく1年生なのでd-girls以外のアイドル知らんしこだま霞ちゃんだけが僕のアイドルだよ... #fdガチ恋界隈,1
5954,下から2番目はゲームのです,1
5953,上6つは個人的に鉄板かなぁ,1
5952,最後のグループだけは唯一見たことないけど良さそうなので。(反則かもだけど),1
5951,レグルス,1
5950,プリプロ,1
5949,ガールズ,1
5948,久保田光,1
5947,きゅい〜ん'ズ,1
5946,あと幾つか有るけどとりあえずこんなもんで,1
6013,サザン☆クロス,1
6015,ちょっと豪華になったどんたく感(),1
5720,柏木希美,1
6076,乃木坂が逆に浮く音楽的一貫性のなさ,1
6085,がちがちだな。,1
6084,mason book girl,1
6083,青/shun,1
6082,アイカ/レ,1
6081,らぶ/どる,1
6080,あんじゅれ、バンもん、コロスケとばんぱいあとやくも、chu-z、でんぱ組、cy8er、ヘッドライナーはwヘッドライナーでらぶどるとおしくらまんじゅ !,1
6079,会場はグラストンベリー🇬🇧で,1
6078,wack...笑,1
6077,garbage,1
6075,夢眠ねむ,1
6064,ディアブルボア,1
6074,あいうえお順,1
6073,myラビッツ,1
6072,今日も1日ゆめミ隊。,1
6071,究極少女カラット,1
6070,there there there's,1
6069,(;^_^a,1
6068,ske48(teamkii),1
6067,こう言うのは、載っかるしかないw,1
6066,えらいタグ見つけた...,1
6086,ゆるめるモ!(8人),1
6087,休止中でも解散しててもタラレバだからなんでもいいよね,1
6088,ごきてー,1
6090,will,1
6110,4仮面女子候補生west,1
6109,3nmb48,1
6108,2西金沢少女団,1
6107,1おやゆびプリンセス,1
6106,dancing dolls,1
6105,ゆうかりん(ソロ?),1
6104,りんりん(ソロ),1
6103,あきりん(ソロ),1
6102,うりぼ(ソロ),1
6101,スチガ,1
6100,みんなさま おしくらまんじゅさん呼んでください,1
6099,神崎豊,1
6098,エキセントリックぷろ。,1
6097,どうでしょう???✨,1
6096,曲も選びたくなる😆,1
6095,こんなん絶対行くわい,1
6093,8組じゃ足りない,1
6092,アブガ,1
6091,あまり一貫性がないがとりあえず思いついたやつ,1
6065,これはホントにおヤバいです😉💫💫,1
6063,ビグルモア,1
6016,愛☆乙女doll,1
6027,ふたオポ,1
6036,かな〜😊💕,1
6035,(°c-ute),1
6034,(berryz工房),1
6033,こんな感じ。趣味丸出しw,1
6032,群馬clear's,1
6031,会場 代官山loop,1
6030,there there there,1
6029,アイドル教室... https://t.co/to4to7tqpo,1
6028,もっと呼びたい...,1
6026,ヤバイ!半分が持ち歌1曲しかない!!,1
6062,超疲れそう,1
6025,じゅりみー,1
6024,山口紗弥,1
6023,yes,1
6022,1√3,1
6021,結婚式あげたらその後の一大イベントとして、主催で開きたいと思うところはある。,1
6020,(野球戦隊さんは寸劇込みでオファー),1
6019,じゃあ各グループ、持ち時間1時間ずつで!(^o^)v,1
6018,あ。3つだ( ̄▽ ̄;),1
6017,野球戦隊プレイボールズ,1
6037,()の中はもう活動してないけど......,1
6038,へいせいjump,1
6039,ニュース,1
6040,1:劇場版ゴキゲン帝国,1
6061,もしくはこれ,1
6060,久しぶりに真剣に考えてしまった......,1
6059,ならさきゅり,1
6057,藤崎ゆうり,1
6056,エゴサ嫌だから通称使う。こうだな🤔,1
6055,中学生,1
6054,妄想,1
6053,カレッジ,1
6052,小生意気,1
6050,秋葉渋谷系,1
6049,お祭り,1
6048,人形,1
6047,8:高... https://t.co/axgiiyzfyz,1
6046,7:雨情華月,1
6045,6:はっぴっぴ,1
6044,5:ロッカジャポニカ,1
6043,4:それでも時代はまわってます。,1
6042,3:マボロシ可憐gene,1
6041,2:ももいろクローバーz,1
5921,休むとこないじゃん...,1
5920,夏の魔物,1
5919,小池美優,1
5785,akb(君好き選抜),1
5794,俺得フェス(笑),1
5793,ほぼメジャーwwww,1
5792,無理、決められない,1
5791,all or nothing,1
5790,今日も一日ゆめミ隊。,1
5789,ショコラ★ほいっぷ,1
5788,geoアイドル部,1
5787,楽曲も込みでハートフル重視で組んでみました。,1
5786,くらい。,1
5784,無印ももクロ,1
5769,3 super☆girls,1
5783,エビ中(10人編成),1
5782,9nine(5人編成edm路線前),1
5781,愛乙女★doll(カレンダーガール時),1
5780,galette(5人編成),1
5779,barbee(菜々寧々5人編成),1
5778,ミルキーベリー(2期),1
5777,無条件で誰でも呼べるならこうなる,1
5773,7 絶対直球女子!プレイボールズ,1
5772,6 むすびズム,1
5795,これは、、、荒れるなww,1
5797,病んでる私と病まない雨(初期メン),1
5798,最終未来兵器mofu,1
5799,ワガマき,1
5818,せのしすたあ,1
5817,私立恵比寿中学(9人),1
5816,乙女新党(6人),1
5815,乙女新党(4人),1
5814,ゆるっと革命団(5人),1
5813,ポニカロード パピマシェ サザンクロス ヌュアンス ミルクセーキ アイドル教室 8プリ 少女隊 #もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ,1
5812,feam(2008年),1
5811,starmarie(2009年),1
5810,dear kiss(藤本美帆在籍時),1
5809,タイテもこのままがええな(*̀ᴗ́*)و ̑̑,1
5808,八谷優香,1
5807,baby♡lips,1
5806,まぁ、観たいグループを並べた感じ(笑),1
5805,愛乙女☆doll(らぶどる),1
5804,jewel☆neige(じゅね),1
5803,ange☆reve(あんじゅれ),1
5802,ラスクエ,1
5801,青shun(shunさん込),1
5800,これしか思いつかん,1
5771,5 フィロソフィーのダンス,1
5768,2 negicco,1
5918,8つじゃ足らないねw,1
5732,ワクワクしすぎて考えてるだけではなぢが...(っ∵ )っ⌒☆,1
5743,やっぱこれだわ←,1
5742,mc 鈴木愛理,1
5741,羽原由佳(ソロ),1
5740,どるえれ(一時的... https://t.co/37hi6b5hlb,1
5739,(en),1
5738,らぶどる(トリ),1
5736,@haruna6haruna こんなタイテかな🤔 脱線してるけどww 場所はスカイステージがいいね!,1
5734,こんなもんやったら死んでしまう。,1
5733,akb(神7期),1
5731,何このタグwww,1
5767,1 lyrical school,1
5730,特典会が並行物販だと困るけど、終演後物販でも終焉する、、、,1
5729,8- bis,1
5727,6- neve slide down,1
5726,5- ゆくえしれずつれづれ,1
5725,4- gang parade,1
5724,3- あゆみくりかまき,1
5723,2- bish,1
5722,1- passcode,1
5721,ソロの子ならこの8名かな( '-' 三 '-' )見たい子重視,1
5744,あと一つはペンディングだな,1
5745,spp撮影会,1
5746,ニコニコ❤lovers next,1
5747,自分の好きながんばり屋のアイドルを集めました!,1
5766,(順不同敬称略),1
5765,☑️zombie powder,1
5764,☑️p.s i love u,1
5763,☑️8princess,1
5762,☑️絶叫する60度,1
5761,☑️まちだガールズクワイア,1
5760,☑️わーすた,1
5759,☑️ポニカロード,1
5758,☑️ももいろクローバーz,1
5757,girlpopとして十分通用するグループ!,1
5756,まず8つも呼ばんわそんなにいらんわ,1
5755,8 全員まとめて抱いてやる 佐藤優樹,1
5754,7 爆弾 まーどぅー,1
5753,6 宇宙系 こんちくわ,1
5752,5 メス全開 バセスカ,1
5751,4 一服の清涼剤 まーちゃん,1
5750,3 酒入れるぞ トマノ,1
5749,2 ぼったくり物販 ダイス,1
5748,1 平伏せ愚民共 マーガレット,1
5819,2、チームしゃちほこ,1
5820,3、ベイビーレイズ,1
5821,4、ビッシュ,1
5882,a5thのときのakb,1
5891,別に8つもいらん,1
5890,あとふぁぼ♡,1
5889,好きな所とあまり見る機会なく特に見たい所を選んでみた。,1
5888,もし自分でアイドルフェスを開くなら呼ぶアイドルはこの8つ https://t.co/buwnd0mafi,1
5887,あとmcは絶対マストw,1
5886,この出順なら死ねるかなwww,1
5885,今来てくれそうな人達(現役)で選んでみた。,1
5884,エモエモからの、個人的趣味,1
5883,マネキンのときの乃木坂,1
5881,5人の°c-ute,1
5822,5、アイドルネッサンス,1
5880,なっち、紺野がいる頃の娘。,1
5879,hauptharmonie(一夜限り復活),1
5878,レッポコ,1
5877,(めっちゃ迷った)(おしくらさんいれなくてうりぼさんごめんなさい🙏笑),1
5876,i☆ris、dearkiss、shiny shiny、転校少女歌撃団、26時のマスカレイド、大阪☆春夏秋冬、虹のコンキスタドール、fes☆tive,1
5875,rammstein,1
5874,1夜限りのベルハー,1
5873,全部君のせいだ。(知らない),1
5872,妄想キャリブレーション(知らない),1
5892,ame☆ribo,1
5893,8つに絞るの難しい,1
5894,誰か開催してくれ。,1
5895,8じゃ足りない...,1
5917,いずるり得なアイドルフェスな気がしなくもない,1
5916,タイテもこの順番で。選考基準は楽曲の良さとライブの楽しさ、そして推しの可愛さ!,1
5915,タクミマグロ,1
5913,まさか枠でベッドイン呼びたさ(∀),1
5912,るーちぇ,1
5911,後はエビ中とかbuonoとか°c-uteとか,1
5910,地底枠でアトレゾ,1
5909,選びきれるか(  ー̀ н ー́ ),1
5908,jewelmarie,1
5907,になるからアイドル感がねぇ,1
5906,盆祭り,1
5905,ボンフェス,1
5903,ボンビフェス,1
5902,誰を呼ぶかは置いといて俺のフェスなら,1
5901,アンコール,1
5900,このタイテがいい,1
5899,絶対直球女子!プレイボールズmigma shelter,1
5898,tifkaa ladybaby,1
5897,dead lift lolita,1
5871,天晴れ!原宿(知らない),1
5870,てばセン,1
5869,coldrain,1
5844,whoop!ewhoop!e,1
5842,姫carat,1
5841,ほぼないけど(゚ω゚),1
5840,fes☆tive、cy8er、天晴れ原宿、青shun学園、アイカレ、i☆ris、虹コン、fiore,1
5839,ちなみに、だいたい年齢順です!だいたい!笑,1
5838,松田聖子←,1
5837,しゅしゅくり,1
5836,もちだぷにお,1
5834,sugar trap,1
5833,(単に決めきれなかったからw),1
5832,予選会突破グループ,1
5831,candy♡syrup,1
5830,仮面女子(フルサイズ),1
5829,私も乗っかってみた。,1
5828,解散したグループとか旧体制の~とかついてしまうものばかりで破綻した,1
5827,花散らし組,1
5826,はつぴつぴ,1
5825,8、欅坂46,1
5824,7、上月せれな,1
5823,6、ベビーメタル,1
5843,c-zone,1
5845,dream factory,1
5868,a crowd of rebellion(絶対条件),1
5846,gall doll(初代),1
5867,欅坂46(絶対条件),1
5866,otodamaレコード縛り,1
5865,天晴れ !原宿,1
5864,あんじゅれで始まり、らぶ... https://t.co/ruwtrlw1os,1
5862,なにこれ絶対いく,1
5861,千景みみ,1
5860,ske48(パレオはエメラルド選抜メンバーのみ),1
5859,かなー,1
5858,lilyit,1
5857,7虹のコンキスタドール,1
5856,6キャンディーzoo,1
5855,4ときめき宣伝部,1
5854,2モーニング娘。17,1
5853,悩みに悩んで選んだ8つ🐱,1
5852,虹色fanふぁーれ,1
5851,小野恵令奈,1
5850,あやまんjapan,1
5849,payrin.s,1
5847,ドキドキ☆ドリーム☆キャンパス,1
4070,まぐまぐ,1
3441,成宮もも,1
4068,※特典会はありませんが各部終演後お見送りがあります,1
1731,(転換dj くりか),1
1744,これ最高,1
1743,おサカナ,1
1739,ochawanz',1
1738,tincy,1
1736,もうひとつ組める。,1
1735,てか呼ぶグループ決めるよりセトリ決めたいセトリ次第で呼びたいか呼びたくないか変わってくるグループが多過ぎて,1
1734,これやるとしたら主現場5つとルーチェはまぁ確定だよな,1
1732,ニーブ,1
1728,(転換dj pochi),1
1748,零code,1
1726,タイテ順に,1
1725,2days(両日とも被りなし)って発想はだめですか? https://t.co/jpytcwkb9e,1
1724,aolly,1
1722,(^^;,1
1721,passpo☆/paletは泣く泣く外した。それでも9組居るけど、まぁ関西開催な訳で、地元の娘らが開演直後に出るのは自然かと,1
1720,オープニングアクト kissbeewest(経験値を積んで欲しいという願望),1
1719,そして,1
1718,犬風華迩,1
1747,バラバラだ,1
1749,マリンスノウ,1
1715,佐藤いずみ,1
1762,祭nine.,1
1772,cheeky parade(実力はトップクラス),1
1771,フェスダイブ,1
1770,リリカルスクール(見た事無いけど),1
1768,アンクレ(見た事無いけど),1
1767,蜂蜜皇帝(見た事無いけど),1
1765,あと、6組はいるw,1
1764,ホワエク,1
1763,nord,1
1760,bsガールズ,1
1750,めるぽっぷ,1
1758,上月みく,1
1757,t!p,1
1756,おきみや。,1
1755,愛川こずえ,1
1754,ナト☆キャン,1
1753,h&c,1
1752,舞々,1
1751,いのうえまなみ,1
1716,aki,1
1714,岡ちひろ,1
1774,chelish∞(福岡 宮咲ゆめは注目されるべき逸材),1
1668,おとぎラビット研修中!,1
1680,sakulove(1、2期全員),1
1679,きみともキャンディ(1期5人時代+ゆな様),1
1678,山口活性学園(7人),1
1677,もこたん,1
1676,なぁたん,1
1675,あいしす,1
1674,💃踊ってみた枠💃,1
1669,ナト☆カン(東京組),1
1666,ひまわり女子,1
1682,s☆kip(1期3人),1
1662,活動終了活休解散組,1
1661,2次元vs3次元,1
1660,8 bisvsbish,1
1659,7 乃木坂や欅坂も含めて全48g,1
1657,5 st☆rish,1
1656,4 アイマス シンデレラプロジェクト,1
1655,3 765プロオールスターズ,1
1654,2 aqours,1
1681,ハニーブランチ(1期5人時代+わーたん),1
1683,ひめキュンフルーツ(5人体制),1
1712,5000兆円あったら別府の温泉宿貸し切ってやりたい。,1
1696,アイドルだったらこんな感じかな,1
1709,えんじぇる,1
1707,古着系aon,1
1704,コレット,1
1703,うりゃおい!japan (oa),1
1702,ラストアイドル(シークレット枠),1
1701,bish(ヘッドライナー),1
1700,メロン記念日(レジェンド枠),1
1697,アマガ,1
1695,billy idol,1
1684,愛媛女子芸能部(最終近く時),1
1694,アイドル #とは,1
1693,アイドル防衛隊ハミングバード,1
1692,おさかなペンギン,1
1691,girls be,1
1689,やくしまるえつこ,1
1688,坂本真綾,1
1686,3bjunior(七色のスターダストのメンバー),1
1685,放... https://t.co/prahse4t8b,1
1773,まねきケチャ(藤川千愛は外せない,1
1775,"why@ doll(""大人""なアイドルも入れたい)",1
1652,わーすた!,1
1841,tryzero,1
1850,...もっと呼ばせてってのと、,1
1849,sckガールズ,1
1848,パツイチ☆モンスターteamパチ☆モン,1
1846,3b junior(ロジャポ含む),1
1845,風男塾(卒業生含む),1
1844,さくら学院(卒業生含む),1
1843,fyt (再結成),1
1842,川越クリアーズ,1
1840,tina,1
1853,ハロプロ好き、ハロプロリスペクトアイドルと夢の共演。,1
1839,8つは意外とハードですな...,1
1837,disdol(第二世代),1
1834,るな☆るなてぃっく,1
1833,星空隊,1
1832,まるたにあやの,1
1831,市原ハル,1
1830,make up girls!,1
1829,ラムライム,1
1851,この中にも該当ありますが、とあるpの軍団とかも、圧倒的にワンマンの方が観たいっす👍🏻,1
1860,8つじゃ足りない(t^t),1
1827,なんでもいいからそろそろ新穂姉妹現場被って。,1
1874,後半の方かなり絞り出すのに苦労した...,1
1887,百合坂46(oa),1
1886,bis(昔の),1
1885,mcイエハピ姉さんならどんなグループでも平和的に終われそう🤔,1
1884,(mc兼任)yes happy!,1
1883,onandgo!,1
1881,この組み合わせは珍しくはない?,1
1880,ラストクエスチョン,1
1876,東京clear'ssmile,1
1873,かなぁ,1
1861,ジキルとハイド15分,1
1871,killedinsadness,1
1868,スマイル海賊団40分,1
1867,ユイガドクソン40分,1
1866,少女隊20分,1
1865,merry☆go☆lands20分,1
1864,東京23区ガールズ15分,1
1863,煌星のミルフィーユ15分,1
1862,cherry girls project15分,1
1828,ちょっとアイドルフェスらしくないけど,1
1826,ドルオタじゃないから8組も思いつかない、半分でそれぞれ時間倍とかの方がいいっすね(もはやフェスではないのツッコミはなしで←)。,1
1776,1 でんぱ組.inc,1
1787,ぜんぶ君のせいだ。(2016),1
1796,7 tetote,1
1795,6 黒羽まひる,1
1794,5 ほんだみひろ,1
1793,4 小日向みのり,1
1792,3 愛須ばにら,1
1791,2 柚原きょん,1
1790,1 加藤しょこら,1
1789,だな!,1
1786,きみとうたたね*,1
1798,(スペシャルシークレットゲスト) 苗木える,1
1784,活動終了とかで作るなら,1
1783,8  バンドじゃないもん!,1
1782,7 the idol formerly known as ladybaby,1
1781,6 ゆるめるモ!,1
1780,5 寺嶋由芙,1
1779,4 cana÷biss,1
1778,3 乙女座長☆銀河団,1
1777,2 空野青空,1
1797,8 なながつゆうか,1
1799,silentsiren,1
1825,選ばなかったアイドルさんに申し訳なくなる気がする( ̄∀ ̄;),1
1813,れなち,1
1824,これやってみようと思ったけれど、絞りきれなくてやめたw,1
1823,迷った~~,1
1821,しぬる,1
1820,マッチョ29,1
1819,os u,1
1817,小川まみ,1
1815,足りん、、,1
1814,プリマステラ,1
1812,あべひさよ,1
1800,l'arc-en-ciel,1
1811,あいどる部,1
1810,きゃっとりっぷす,1
1809,かんぱ組,1
1806,呼びたい人呼んだだけ笑,1
1805,ケラケラ,1
1803,the beatles,1
1802,gackt,1
1801,puffy,1
1653,1 μ's,1
1650,かな~,1
1890,コロスケばんぱいあやくも,1
1443,身捨ツル兎,1
1456,狂い咲けセンターロード,1
1453,day2,1
1449,チケ代を 5000 円に設定して、好奇心旺盛なオタクを観察したい。,1
1448,ふらどるっ!!,1
1447,cherie,1
1446,お姫様になりたいから...♡,1
1445,みつくりーむ,1
1444,ぎーくあうと,1
1442,sweetsugar,1
1458,出演順。,1
1441,ユトリビト,1
1438,モーニング娘。og,1
1437,hey! say! jump,1
1436,mc.松井咲子さん(  ̇꒳​ ̇ ),1
1432,ちょろめのヲタクです、ねむい笑,1
1431,8:パティロケgt,1
1430,7:パティロケgt,1
1429,6:天晴れ!原宿,1
1457,wi-fi-5,1
1459,新宿blaze あたりで見たい,1
1427,4:kamoがネギをしょってくるッ,1
1478,やっぱajとハニハニのコラボでしょ!,1
1501,チャビネス,1
1500,長山洋子,1
1497,解散したのはアリなんかな?,1
1493,バクステ,1
1492,虹コン虹組,1
1489,kiss bee youth,1
1482,i_chip*memory,1
1479,バクステ(エラバレシ含む),1
1476,レディキス、say-la、プレボ、ベボガ!、放プリ、drop、まねき、アンビスかな。,1
1460,dearly,1
1474,ヲルタナィブ,1
1472,ブレイク☆スルーだけ男子ww,1
1471,ブレイク☆スルー,1
1470,フェアリーズ(初期メン),1
1467,夢/%みるア%ドレセンス,1
1464,はるちろ,1
1462,アオハルsince2015,1
1461,sakulove,1
1428,5:アイドルネッサンス,1
1426,3:つりビット,1
1505,怒られるのは承知の上,1
1374,やっぱりコスメは外せん。。,1
1383,mash bery,1
1382,べいびーどぉーるず,1
1381,skip,1
1380,my♪ラビッツ,1
1379,アルパカ工業,1
1378,瑠歌,1
1377,奇天烈パフェ,1
1376,cocoデコル,1
1369,checkmate ,1
1390,フェス☆ティブ,1
1368,最後だけ無理やりねじ込んだ感,1
1366,ゆるめるモ!... https://t.co/fgmysf1zog,1
1364,既に番組やフェスで関わって頂けている方は勿論のこと,1
1363,バクステ外神田1丁目,1
1362,むすび@せんせーしょん,1
1360,結構悩んだ(爆笑),1
1359,流行っているようなのでやってみた。,1
1358,dp-1,1
1386,8つを選ぶのは苦しい,1
1391,会場は代々木公園,1
1425,2: ロッカジャポニカ,1
1407,dish///,1
1424,1:ときめき♡宣伝部,1
1423,ステラビーツ,1
1419,2lovetosweetbullet,1
1416,ボクらのお遊戯。,1
1415,まいみたまこ卍,1
1414,めろん畑 a go go,1
1410,※ユニットグループ限定,1
1408,ebidan,1
1405,、、とりあえず思い浮かんだやつ。新潟連想すぎて偏りすぎた、、まずらびっと当分先だしw考えなおそうかなw,1
1392,もちろん無銭だよ👍,1
1404,loveit!,1
1402,グループアイドルは多過ぎて選べません😵,1
1401,実際にライブを見たことがある、ソロアイドルで選びました。,1
1400,高橋麻里,1
1399,大石理乃,1
1395,きみと ぷりっと ようちえん,1
1394,リフトはok(自己責任),1
1393,モッシュダイブ飲酒飲食最前張付は厳格禁止,1
1504,shine fine movement,1
1508,スプリングchu♡bit,1
1647,マボ可憐,1
1594,husky,1
1605,関西ジャニーズwest,1
1604,nyc,1
1603,霧野姫奈,1
1602,沖永紗夜,1
1600,happy anniverserry,1
1599,すずきまひる,1
1598,石川優菜,1
1597,明根 凛,1
1593,ragdoll,1
1608,てのひらえる,1
1592,amer+,1
1591,タイムテーブル順でww,1
1590,(自分の好み編),1
1589,好きなヲタクで選んでみた,1
1587,merry☆go☆lands,1
1584,the banana monkeys入れてくれてる人、センス良すぎまる。,1
1581,part2ver,1
1580,スト生復活企画,1
1607,長江崚行,1
1609,群青のユリシーズ,1
1576,https://t.co/ysvekhvitq,1
1633,稲場愛香さん,1
1642,水口延愛,1
1640,藤方実穂,1
1639,高田みさき,1
1638,間中芽衣,1
1637,tokio(特別出演),1
1636,寺嶋由笑,1
1635,無理もっと呼びたい,1
1634,小倉唯さん,1
1631,ごっちゃごちゃw,1
1613,シリウス←😲,1
1627,juice,1
1625,じゅえるねーじゅ,1
1622,北陸大阪東京にはいつもお世話になってます🙇😍,1
1618,そして...この流れの中でも絵恋ちゃん(∀)www,1
1617,愛乙女🌟doll,1
1616,kamoがネギをしょってくる!,1
1615,(転換djぐるこつ),1
1614,偶想ドロップ,1
1579,super☆girls(2015年までの曲+スイスマ縛り),1
1575,7人までは思いつくんだが...,1
1509,1 なちゅらリウム.vivid,1
1524,3bjunior,1
1541,韓国のアイドル勢揃いww,1
1539,apink,1
1536,gfriend,1
1534,知英,1
1533,(理想編),1
1529,物販行くひまないなw,1
1527,2olove to sweet bullet,1
1526,こんな感じかしら(* ́ω`*),1
1522,前田憂佳,1
1546,にじいろ学園,1
1521,都築さん,1
1520,正直ほぼ名前を絞り出したから5組ぐらいでいいかも,1
1517,cy8er ,1
1516,8 ぷちぱすぽ☆,1
1515,7 task have fun,1
1512,4 フェアリーズ,1
1511,3 nijiiro★サーカス団,1
1510,2 吉田凜音,1
1542,karaいないもんな( ́;ω;`),1
1549,クラージュp's,1
1574,水野あおい,1
1563,news(9人),1
1573,姫乃樹リカ,1
1572,岡本舞子,1
1571,岡村有希子,1
1569,川島恵,1
1568,石川秀美,1
1567,ってなりますよね...。,1
1565,ya-ya-yah(薮赤間山下鮎川星野),1
1564,テゴマス,1
1562,news(8人),1
1550,なめんなよ原宿,1
1561,news(6人),1
1560,news(4人),1
1558,いかがでショ,1
1556,脇田もなり(especia...😭),1
1555,出演順に、,1
1554,俺だけ嬉しいフェス,1
1553,おおめっちゃバランスいいw,1
1552,(地方招待枠)蜜兎,1
1889,小池はソロだけど頑張ってもらいたい(笑),1
1891,突撃ランチボックス,1
2367,ange☆reve。,1
2212,女子隊,1
2220,瀬戸万莉愛,1
2219,福永幸海(かイマキス),1
2218,明根凜,1
2217,hikaru、hime、miriのライムベリー,1
2216,黒原優梨のいたpasscode,1
2215,5月30日以前のゼアゼア,1
2214,アンナのいたベルハー,1
2213,2zicon,1
2211,アイドル呼ぶなら岡村靖幸とかだろうね(笑),1
2222,普通に対バンするけどね,1
2210,あと、8組で「フェス」って言えるのかも謎w,1
2209,自分で呼んだらライブまともに見れんからな...,1
2208,東京おとめ太鼓 with saya,1
2205,訂正,1
2204,(&gt;&lt;),1
2203,わたしはもう少し迷います,1
2202,みなさまはどうですか?,1
2201,あと三つて...絞れない...(;△;),1
2221,個人的な意見,1
2223,先程のは解散済みのアイドルがいたので訂正です。,1
2198,東京ロケッツ,1
2239,akb48(2008〜2010年),1
2249,田村ゆかり(2010),1
2248,私立恵比寿中学(2015),1
2246,b 名古屋芸術劇場大ホール,1
2245,c ダイアモンドホール,1
2244,d 名古屋reny limited.,1
2243,山口活性学園  ,1
2242,e 名古屋クラブクアトロ,1
2241,解散済限定で,1
2237,f radhall,1
2224,ぱれっとー,1
2234,春ねむり,1
2231,g x-hall zen,1
2230,ひめたん,1
2229,ちぇりっぷ,1
2228,せんこーろーどしょー,1
2227,すぱが、,1
2226,じぇむ,1
2225,さんみゅ,1
2200,どうしよう...,1
2197,二代目happy少女♪(初代でも可←),1
2251,水樹奈々(2014),1
2157,マイマイビクトリー,1
2166,ム,1
2165,ー,1
2164,ホ,1
2163,ィ,1
2162,キ,1
2160,ミ,1
2159,中二的電波楽団きゅあてん,1
2158,魁ニューゲーム,1
2156,小悪魔ドッピー,1
2171,1:dreaming monster,1
2155,という事で10.28の告知動画です(笑) https://t.co/7vk3kvz7dg,1
2154,に「星座百景」が入ってるだけで震えるとメンバーがはしゃいでました^ ^,1
2153,今日を踏まえてもっかい,1
2150,8夢みるアドレセンス,1
2148,6billie idle,1
2147,5がんぎっこ,1
2146,4negicco,1
2144,2ヤなことそっとミュート,1
2170,まとめて見れたら幸せだなぁ(* ́ω`*),1
2172,2:p.idl,1
2196,煌めフォレ,1
2185,この対バン行きたさがすごい、、、,1
2195,ぴゅあ娘リロ,1
2194,eip2nd,1
2193,banzaijapanも入れたいけど、文字数の関係で...。,1
2192,会場 長野県長野市 アゲイン7階 ジャンクボックス,1
2189,アイドルの定義を乱す,1
2188,"wake up,girls",1
2187,fourfolium,1
2186,springs,1
2183,fes★tive,1
2173,3:high spirits,1
2181,うさくさ,1
2180,nijiiroサーカス団,1
2179,cheerzelop,1
2178,8:川崎純情小町,1
2177,7:煌星のミルフィーユ,1
2176,6:花言葉はイノセンス,1
2175,5:p.idl nagoya,1
2174,4:プリズムファンタジア,1
